Series Name,"Series Code","Country Name","Country Code","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kenya","KEN","13172825467.5588","13000594243.0183","12882107441.9805","14031381214.9056","16076230711.3065","18609116462.7221","21847775290.0599","27060703357.6326","32710330147.8788","36649690185.1554","40444560728.6762","42877416342.5153","46500364583.6172","51340698960.1513","57801960328.8684","61836034656.9866","67090137758.2451"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kiribati","KIR","112662707.296184","115364558.060333","108787120.812018","116519349.086196","138740125.977218","159396108.942854","166019925.015267","168321323.037843","185267197.889797","188737449.008895","204350885.815971","210112741.666419","261609895.266905","308654935.755824","357167765.269804","388895550.358086","320835589.324772"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Korea, Dem. People’s Rep.","PRK","","","","","","","","","","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Korea, Rep.","KOR","504943696990.38","550393966243.712","593840054440.848","639411884558.268","751633018613.251","856967087369.457","966585538006.141","1091726483304.81","1118647005746.23","1037380988815.19","1053301795979.14","1125786802155","1232163606584.23","1298957705402","1360133900915.22","1390079923608.56","1418910401051.38"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kosovo","XKX","","","","","","","4317554603.67595","4845940566.54288","5413881435.07626","5785799029.7908","6073447519.27297","6526462500.94792","6834402793.05951","7200295363.94908","7273757652.18752","7167361490.00945","7052305895.14612"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kuwait","KWT","36764881123.5551","39390608570.0783","40499264957.3914","48845783299.0038","62035746832.2685","78321130396.8484","98291913825.9994","119141104847.349","137351808666.176","129674446848.527","126114335696.527","138843572851.7","169624637548.991","187083682144.27","188256879404.685","160400618662.158","141410635168.219"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Kyrgyz Republic","KGZ","1375179939.14238","1386744304.78669","1449151222.06764","1723947395.70049","2050469456.86489","2298698583.90455","2607925615.76521","3222049672.02242","4068038542.6708","4654912665.92061","4636750078.81926","4850448505.53457","5814144155.08039","6829122263.38624","7280098361.98798","7028803387.33261","6743497591.14491"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lao PDR","LAO","1496698154.19151","1662596036.9052","1766065735.96799","1880785627.25049","2196274838.44151","2624977445.82845","3005751857.96507","3661303765.75514","4553324402.23154","5496358600.07097","6242980661.01957","7263600389.40533","8824081950.10357","10532187239.9995","12104564574.5854","13309732548.6596","14516384762.1155"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Latvia","LVA","7842521904.21372","8405515041.41748","9080738568.33902","10679526175.1839","13165523400.6527","16477622080.1772","19705656183.2273","24571782641.2559","29210025068.8","29988895682.1177","26466084635.0826","27037526823.1848","28046970031.3355","30006883719.8353","30531071069.2962","29595792823.4558","28557598019.6515"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lebanon","LBN","17692044628.3068","17802715977.7107","17586463462.9576","16615422113.6403","21629345028.9106","22974546488.771","23166089003.8794","25845400876.8907","28969808408.5428","33117112494.1881","37058183337.0604","39440739176.2716","41934829501.6255","44658808020.6446","46438888253.7537","47041676547.428","47891420912.6918"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lesotho","LSO","1185611877.85583","1302352132.81832","1202837401.4675","1347501519.59075","1616531699.7979","2035536500.58957","2250927557.19381","2601527784.70335","2681727080.49111","2556887833.3532","2715244756.2116","2940849474.65418","3244909801.92919","3152729843.23414","2966552772.09633","2867750121.55414","2797077394.20236"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Liberia","LBR","445467085.735714","382309414.283773","379236072.631269","251410408.3493","295103987.823767","381257212.36408","453087800.428162","557581847.039607","657193452.170827","850916097.08093","991314491.567127","1320785063.32569","1405164041.52455","1606704872.09252","1637391868.8973","1701614567.35582","1720256071.56866"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Libya","LBY","","","28598385674.8182","29021118951.9946","29359882220.934","39777908116.7028","50608975703.1172","62144595218.4779","73933744980.9914","74141267366.0066","76747144737.1662","29324434748.1896","72581291442.7709","67918207200.414","48410470848.6689","37199941797.6798","32187360426.5352"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Liechtenstein","LIE","2617085777.30782","2289514462.31153","2204267505.32855","2339143388.29827","2710674267.41211","3218796512.94516","3639222946.50583","3951024964.17557","4323639643.42623","4159694648.49014","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Lithuania","LTU","11246476828.2855","12007414583.0994","13171730892.1826","16058115759.0941","20392516103.5871","25238606716.7586","28848443198.3258","34328692923.2405","40482737767.0418","39316436082.7303","38497312480.8192","40011020330.4472","42138375585.91","45080884537.2208","46983481157.8647","43895369438.2949","42430236293.7856"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Luxembourg","LUX","20326116733.6927","20201624001.2616","19071706741.0713","20830365651.4007","28846099014.415","34429080212.481","33924819775.8728","41494804400.9833","43119029659.5049","35548741659.8359","39765246501.0062","39856844221.688","40059397370.4574","41025537054.487","41882193133.7821","41884068400.3483","41667358965.7546"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Macao SAR, China","MAC","6293876750.51832","6896825564.93911","7328137095.79136","8223777947.58999","10492889081.785","11596338138.4261","12997154247.0068","17447702052.3565","17703544893.5569","19231127087.7747","24532893370.5966","30222658014.8865","34542227893.7918","40741049148.2293","43801272076.8709","38748459793.7787","39868614582.1705"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Macedonia, FYR","MKD","3752096755.17956","3652551616.98185","3738902512.30071","4282215643.55155","5271767016.6428","6155909190.47665","6837514309.5676","7401880419.53178","8941860278.59032","9529420202.07205","9742031341.62351","9960616483.44233","9823469102.98503","10380282635.4841","10797360824.2823","10609720871.6531","10391770212.4135"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Madagascar","MDG","3870248071.51753","4172798768.19371","3842153963.46744","4857960148.55065","5183712476.36824","5376411611.70467","5352485872.47256","6357911145.42988","7911225658.28368","8490617908.23868","8791821880.90234","9097095927.32778","9542090439.97689","10163412643.8532","10427412438.3625","10088485964.5227","9883578752.09553"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Malawi","MWI","1749386425.98783","1655094400.75765","2010995068.63891","2681623205.2716","3726153066.08654","3778047147.29694","3999731576.63995","4455211185.41013","5085300812.72583","5793860796.09187","6542237699.35071","7378459202.44978","7015630175.43585","6451120990.5347","6016838647.00042","5910747763.76204","5807083763.97962"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Malaysia","MYS","80179039101.337","84094833158.8107","91743206403.1301","102820248682.324","119334216183.917","135484961653.163","153034656348.649","177055196439.583","204636705188.24","210840912442.439","232945356692.874","259323002212.37","295984521539.704","319543900671.664","332695279542.27","320913477541.919","307407934382.448"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Maldives","MDV","579046007.188163","642147441.123396","771927278.225976","1027809252.37307","1174693618.85923","1104962633.42779","1486709814.96836","1500187832.82972","1859786869.24199","1929965973.35724","2179912768.95731","2509498806.4428","2634461031.48705","2826700039.25577","3183786164.84971","3428734842.95406","3738390821.24262"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mali","MLI","3103423939.35897","3409157655.14195","3385534519.88347","4189951391.51965","4933428932.94626","5873776317.96298","6539932327.05313","7351435157.66706","8621088110.4923","9795343631.46279","10426765667.0017","11366139004.1374","11694648759.8035","12750636317.9724","13719537325.1111","13875053742.5019","13949930475.8888"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Malta","MLT","4259313538.52812","4385312039.36303","4504538154.99717","4986132756.44224","5739120177.41681","6322902090.58297","6610947640.97017","7206275530.5325","8168054559.97522","8052581813.9669","8511641547.18658","8916192261.25809","9085763484.82203","9654643293.52002","10390638279.2107","10987360898.5644","10856147048.1349"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Marshall Islands","MHL","148809234.324445","154958993.606979","154708123.796092","160960537.833764","174435200.707618","186518650.255019","188243121.36493","195937590.464185","196389685.260767","194383121.922489","198651884.28425","207509287.267349","209477516.517954","226761733.001094","238090585.443012","250183490.475205","245502476.402834"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mauritania","MRT","1395725657.94097","1305991571.65024","1358690044.37742","1526840042.77034","1810465940.29161","2185536435.53424","2706212033.87034","3072044588.67323","3592963428.21613","3800785067.94826","4078484661.39179","4461395750.47152","5035866125.87069","5581760172.06522","5612209101.57674","5157637431.13423","4845286783.14604"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mauritius","MUS","4596087659.62339","4669256074.80162","4690495346.22382","5163383167.85635","6157421598.94239","6658390072.9835","7302287781.39089","8021648605.49691","9180520559.52507","9632215665.60683","10314394837.5328","10746633808.1316","11625708349.6969","12321454766.1622","12345279478.9701","12351747902.1777","12360655924.2817"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mexico","MEX","592892654034.763","647233869867.746","693367752596.917","742640965646.098","805997770060.697","845289828379.23","919287368136.112","1021697746181.02","1097047933697.97","1011938981393.53","1047314697575.38","1088255074131.21","1184742624628.82","1226336319687.96","1269483877433.94","1241901297430.66","1149427890318.99"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Micronesia, Fed. Sts.","FSM","237757151.263219","241418916.027014","242421780.510585","254191559.441999","260045803.337493","271095568.110111","269511815.192217","268468383.324685","268478315.144636","290146358.296976","297972350.820377","317383423.406864","328782187.530304","335380661.742286","337019344.877238","379950462.6866","372172317.651053"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Moldova","MDA","1363562909.94371","1448202124.42718","1657172393.18977","2062624030.46974","2613578178.60787","3190574068.7603","3682508033.15349","4131622700.98974","5360872761.41318","5596685296.99687","6476695217.8816","7085890582.36347","7633172363.25385","8805708061.883","9104752235.57014","7938965919.26593","7590345306.16329"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Monaco","MCO","2914150114.94696","2796698320.67673","2743913062.40102","3102884621.60153","3768678572.99449","4340375472.07086","4726728803.20344","5653396663.8723","6671360042.32339","","","","","","","",""
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mongolia","MNG","1115885952.29764","1168592644.48513","1293142869.67232","1517095332.65621","1894036113.26362","2264259103.98986","2861568945.65892","3646107991.36749","4734284977.10207","4782221505.20557","5437357185.34631","7173895893.6219","10305289407.0951","12492493837.0176","12389164485.1399","11463724094.2492","10873592259.6054"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Montenegro","MNE","","","1198486088.48227","1491370013.062","1900212329.04717","2249308383.24311","2659191020.83718","3151309144.37216","3989145503.947","4166344928.01775","4288121400.1172","4498184911.4368","4341648846.59953","4551412256.68708","4548698969.27328","4526711419.01085","4431411041.96389"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Morocco","MAR","40423190599.334","41123783888.7897","40832847649.582","46593764779.379","55993763410.7712","63817917578.8725","70012667849.2079","75133273365.6365","86275667827.529","93438161542.095","96294797488.4911","99886556938.8133","100417881045.857","105816420635.878","106249737781.302","106693612868.507","102937681941.62"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Mozambique","MOZ","5026697639.20385","5163451575.12026","4712978137.47124","5427037144.25989","6279771331.86599","7349566652.50151","8033693967.29379","8834826766.98424","10084134297.5209","11252902854.0988","11226675581.1699","12066324071.3247","13417533485.2009","15658054241.8205","16809255988.4657","16353757879.4689","13773987377.6324"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Myanmar","MMR","","","7906183195.29472","8833558801.63217","10869952696.4256","13240618838.4478","14499486115.0316","17543436337.954","23663228135.0396","32236961694.2691","42923195907.0329","51387080018.9863","58350091336.1524","63222528263.6116","63771419833.5606","62435375254.4127","63085857663.8684"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Namibia","NAM","4004181265.95302","3804501988.15857","3710222579.27733","4291103858.93818","5536021919.25616","6862556027.24877","7965260936.46306","8624430118.59517","8890671496.66144","8869142237.32223","9561109136.86366","11123933861.4172","12479720540.5137","13439141940.4013","13607962842.6402","12902829135.7674","11700610308.4365"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Nauru","NRU","","","","","","","","","","45958025.5897166","58176513.347707","68026070.2978647","94504978.9409449","144291409.210683","174592403.154288","147813100.200574","140234401.38218"
"GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","Nepal","NPL","5409152952.31241","5780033669.96528","5863506271.37269","6396164073.76499","7206823183.21727","8016609036.5359","8846408918.70286","9830014198.59389","11581142547.8021","12953637106.1269","14614765669.5279","16530084571.2312","19015096418.169","20187926225.1747","20800339739.9366","21088820528.898","21019533595.9816"
